id,ingredient
2426,dry milk powder
4497,macaroni and cheese
6165,romano cheese
3203,garlic clove
3806,hot red pepper sauce
3344,grand marnier
4187,lean chuck
4206,lean pork
3510,ground flax seed
996,canned jalapeno slice
3276,glace cherry
741,brewed espresso
5070,orange roughy
7337,turmeric
1987,crushed tomato
7295,turkey
2764,fresh breadcrumb
7946,worcestershire sauce
1118,cayenne
4288,"lemon, rind of"
756,broccoli
7040,syrup
1043,canola oil
3625,hard-boiled egg
5753,pumpkin
6416,sesame seed
1831,cornmeal
7850,whole kernel corn
5930,red chili pepper
1083,cardamom pod
7658,water-packed artichoke heart
5791,quick oat
6413,sesame oil
5419,pineapple in syrup
7059,taco sauce
692,bouillon
3269,gingerroot
7517,veal roast
5902,real maple syrup
4473,long-grain rice
77,almond extract
1119,cayenne pepper
2809,fresh ginger
1909,cream
6797,star anise
6373,seasoning mix
685,bottled garlic
7022,sweetened condensed milk
2007,cumin
5564,pork and beans in tomato sauce
6745,spicy brown mustard
1810,corn flake
233,ature chocolate chip
3589,half-and-half
1795,coriander
3941,italian spice
7656,water chestnut
4918,new potato
5324,peppercorn
3810,hot sauce
2404,dry breadcrumb
1168,cheddar
7193,toasted sesame oil
5122,orzo pastum
4970,oat bran
5058,orange juice
5985,red potato
5491,plain breadcrumb
328,baking cocoa
5259,peanut
6528,sliced mushroom
3512,ground ginger
1397,chocolate cookies
482,beef steak
7367,unsalted butter
3668,heavy cream
2646,fish
5002,olife
4880,mustard
856,butter spread
3393,green
2512,egg yolk
6215,rump roast
4189,lean ground beef
5974,red pepper
6153,roll
2001,cucumber
2718,french bread
4449,liver
63,all-purpose flmy
7997,yoghurt
1057,cappelletti pastum
4533,mandarin orange
7099,tarragon
7470,vanilla extract
1329,chili powder
1375,chocolate
3108,frozen whipped topping
2778,fresh cilantro leaf
5476,pitted date
7495,vanilla wafer
6790,squid
602,black tea leaf
4384,lime juice
7768,white mushroom
7363,unflavored gelatin
6156,rolled oat
1248,chicken bouillon cube
5038,orange
6002,red sweet bell pepper
342,banana
7483,vanilla protein powder
1316,chile
1306,chicken thigh
5966,red onion
2451,dry sherry
7770,white onion
3939,italian seasoned breadcrumb
790,brown rice
3824,ice
112,american cheese
6711,spaghetti sauce
7479,vanilla instant pudding mix
162,apple pie filling
6374,seasoning salt
3800,hot pepper sauce
1809,corn cob
6072,rice krispy
255,avocado
4231,lemon
4994,okra
204,artichoke heart
68,allspice
3106,frozen vegetable
1814,corn kernel
3219,garlic salt
1257,chicken broth
821,budweiser beer
7557,vegetable oil
4023,kalamata olive
5667,poultry seasoning
5068,orange rind
632,blended oatmeal
1740,cooked pastum
5721,processed cheese
6273,salt & pepper
693,bouillon cube
4623,mayonnaise
7799,white vinegar
2045,dark brown sugar
2148,dijon mustard
2816,fresh ground black pepper
5112,oreo cookies
7135,teriyaki sauce
4097,kosher salt & ground black pepper
4743,mincemeat
6549,small shrimp
7865,whole turkey
7542,vegan sugar
7853,whole milk
6906,sugar
7063,tahini
4836,mozzarella
1589,cocoa powder
331,baking potato
4694,mexican seasoning
5574,pork chop
4964,nutmeg
6654,sour cream
6980,sweet onion
2832,fresh lemon juice
912,cake mix
6566,smoked chicken
6290,salted peanut
7703,whipped dessert topping mix
7406,unsweetened cocoa
6006,red tomato
6697,soy yogurt
2434,dry onion soup mix
4901,natural bran
5761,pumpkin seed
3675,herb
5280,pear
2899,fresh spinach leaf
1254,chicken breast half
6641,sorghum
2593,fettuccine pastum
5185,parsley
6829,stir fry vegetable
6193,rotini pastum
2807,fresh garlic
1825,cornbread
7970,yellow cornmeal
7452,vanilla bean
2962,frozen blueberry
1334,chili-garlic sauce
2487,ear of corn
7962,yellow bell pepper
6237,safflower oil
1133,celery seed
1113,cauliflower floret
4987,oil
1480,chopped tomato
4464,london broil beef
4814,monterey jack cheese
1867,cracked black pepper
7548,vegetable bouillon cube
3551,ground veal
1792,cool whip topping
6024,refrigerated buttermilk biscuit
4741,minced ginger
3552,ground venison
1317,chili
5556,poppy seed
3533,ground pork
1573,coarse salt
1910,cream cheese
4436,liquid smoke
2817,fresh ground pepper
132,angel hair pastum
6819,stewed tomato
7655,water
5362,picante sauce
7229,tomato paste
5351,pesto sauce
1280,chicken leg
5108,oregano leaf
6028,refrigerated cooked beef roast
2325,dried parsley flake
466,beef rib
382,basil
4860,muscat wine
1093,carrot
2594,fetum
815,buckwheat flmy
1252,chicken breast
49,albacore tuna in water
761,broccoli floret
5010,onion
2574,fat
298,bacon
4406,limeade
1166,chat masala
4479,louisiana hot sauce
1178,cheese ravioli
2794,fresh dill
590,black pepper
7582,vegetarian ground beef
6546,small red potato
5191,part-skim ricotta cheese
4284,lemon zest
367,barbecue sauce
6846,strawberry
6748,spicy mustard
405,bean sprout
3440,green pepper
7593,veggie shreds cheese
748,brine
3967,jamaican jerk spice
2552,espresso
5106,oregano
1563,clove
5328,peppermint extract
1789,cool whip
6368,seasoned rice vinegar
1974,crouton
2430,dry mustard
7124,tempeh
7863,whole tomato
4298,lemongras
7472,vanilla frozen yogurt
1938,creamy peanut butter
3578,habanero pepper
3430,green grape
6378,seedless cucumber
3536,ground red pepper
