recipe_id,nutrition_id,value
423875,0,0.0
275675,49,144.0
356803,18,36.0
296983,0,0.0
111462,3,7.0
242831,21,43.0
151143,5,11.0
185799,7,14.0
166089,10,21.0
310082,13,27.0
70005,0,0.0
129581,11,23.0
116741,7,15.0
143750,8,16.0
257409,12,25.0
154426,49,119.0
255916,16,32.0
325714,15,31.0
163238,39,78.0
274988,16,33.0
347252,9,19.0
47037,14,28.0
130815,5,10.0
251021,0,0.0
25538,4,8.0
276594,31,63.0
54837,49,184.0
32378,3,6.0
259784,7,14.0
16391,0,0.0
196264,9,19.0
251032,1,2.0
429524,0,0.0
146,4,9.0
315537,25,51.0
487173,14,29.0
341118,1,3.0
77206,12,24.0
157487,43,86.0
289671,4,8.0
356884,2,5.0
168590,20,41.0
44050,22,45.0
166328,49,151.0
242,3,7.0
124853,0,0.0
160077,4,8.0
161843,4,8.0
447429,32,65.0
202009,10,21.0
372665,0,1.0
55681,49,157.0
230240,6,13.0
137701,47,95.0
467795,8,16.0
289133,2,4.0
28951,0,0.0
513531,12,25.0
511799,1,2.0
292568,1,2.0
435497,4,8.0
392158,16,32.0
167554,18,37.0
505132,2,4.0
399278,31,62.0
535020,49,106.0
165110,3,7.0
27200,36,72.0
262576,0,1.0
357497,3,6.0
201697,0,1.0
363009,1,3.0
113150,40,81.0
81635,5,10.0
279052,8,16.0
240622,49,146.0
142984,8,17.0
299989,21,42.0
165385,1,3.0
285606,0,1.0
204270,3,6.0
117116,9,19.0
138275,0,0.0
168644,0,1.0
20085,6,12.0
243157,12,25.0
160170,32,65.0
441744,1,2.0
271113,5,10.0
16327,2,5.0
182122,6,13.0
369169,6,12.0
331715,0,1.0
249050,0,0.0
151746,2,5.0
297594,5,10.0
63346,5,11.0
519068,49,788.0
263831,5,10.0
419921,2,5.0
368320,6,13.0
392150,2,4.0
342619,0,1.0
408907,21,43.0
371961,2,4.0
188151,6,12.0
383120,9,19.0
248125,5,11.0
128715,13,27.0
495344,8,17.0
300339,3,6.0
460846,0,1.0
367987,4,8.0
280918,9,19.0
243409,28,56.0
243249,3,6.0
173113,3,7.0
463219,17,34.0
360086,49,260.0
457965,4,8.0
72449,14,28.0
193430,13,26.0
39172,3,7.0
303070,1,3.0
216068,5,11.0
384510,2,4.0
367865,2,5.0
391390,26,52.0
141937,3,7.0
53197,2,4.0
400273,6,13.0
535431,45,90.0
480776,1,2.0
305431,14,28.0
443640,7,15.0
406331,2,4.0
441118,1,3.0
142369,1,2.0
145858,7,14.0
173730,14,29.0
170199,8,16.0
239866,10,20.0
46189,8,17.0
314384,9,18.0
136231,0,0.0
174536,3,6.0
341816,17,34.0
59515,5,10.0
320708,4,9.0
211091,21,42.0
286851,30,60.0
248212,0,0.0
280644,0,0.0
176883,37,75.0
298908,3,7.0
102035,29,58.0
430445,17,35.0
239871,3,6.0
328250,6,12.0
146686,16,33.0
138477,26,53.0
287778,12,24.0
204122,49,237.0
437637,7,14.0
123115,4,9.0
152844,18,37.0
132195,33,67.0
248962,2,4.0
384264,14,29.0
199545,14,28.0
422291,14,28.0
427531,1,2.0
389642,5,11.0
287235,0,1.0
110085,6,13.0
371549,9,19.0
444320,17,34.0
284465,49,152.0
376813,1,2.0
51506,15,30.0
134015,1,2.0
202195,11,23.0
407516,2,4.0
92113,25,50.0
354047,5,11.0
230565,8,16.0
134085,20,41.0
38811,23,46.0
185520,45,91.0
390230,2,4.0
401605,4,8.0
356849,49,133.0
393988,6,12.0
360444,23,46.0
192390,2,4.0
446452,3,6.0
454621,43,86.0
440388,29,59.0
246224,1,3.0
484992,5,10.0
276865,2,5.0
172744,7,14.0
147212,12,25.0
214193,11,22.0
361927,49,178.0
450466,29,58.0
439143,21,42.0
298874,8,16.0
140196,15,31.0
196006,1,3.0
409229,0,1.0
174469,33,66.0
296051,5,10.0
256763,13,26.0
306590,49,146.0
52289,5,10.0
433071,6,13.0
218648,3,6.0
146447,48,96.0
256734,12,24.0
212028,4,9.0
408303,12,24.0
25512,1,3.0
363904,13,27.0
481157,21,43.0
18719,6,12.0
335539,7,15.0
303944,12,25.0
443720,15,31.0
407098,9,19.0
285568,7,14.0
432027,19,38.0
207743,14,28.0
299968,13,27.0
464946,22,45.0
130642,1,3.0
395202,16,33.0
335495,0,1.0
192542,9,19.0
315110,23,47.0
368878,5,10.0
147563,9,18.0
207466,2,4.0
193719,5,11.0
251976,11,23.0
334501,16,32.0
123117,30,61.0
38852,42,84.0
181808,49,121.0
291073,7,14.0
186143,0,0.0
250232,0,0.0
411859,6,12.0
382731,5,11.0
134787,49,2444.0
154576,4,9.0
222030,49,178.0
52565,5,10.0
103393,18,36.0
358626,8,16.0
53152,5,10.0
211322,2,4.0
251714,9,18.0
343821,3,7.0
168420,4,8.0
402351,16,32.0
319381,6,12.0
489707,19,39.0
389301,3,7.0
29916,2,5.0
36482,4,9.0
98844,11,22.0
65207,3,6.0
496766,21,42.0
140746,37,74.0
302344,22,45.0
56036,14,28.0
74284,49,386.0
361017,11,23.0
437219,45,90.0
467076,5,10.0
327141,7,15.0
342698,4,9.0
304814,3,6.0
387488,24,48.0
81280,1,2.0
261482,6,13.0
77380,49,130.0
240369,6,13.0
340730,43,87.0
334951,8,16.0
305987,7,15.0
337893,0,0.0
157160,0,0.0
35632,0,0.0
141712,16,33.0
21357,10,21.0
205443,9,18.0
201813,0,0.0
198343,5,10.0
279176,0,0.0
532472,14,29.0
32204,3,7.0
378540,0,0.0
293049,4,9.0
104773,1,2.0
129919,22,45.0
391335,35,70.0
383339,12,25.0
96727,33,67.0
474258,4,9.0
209322,4,9.0
60454,23,46.0
240447,0,0.0
375376,49,102.0
160398,3,7.0
350400,6,13.0
280251,0,0.0
242761,0,0.0
11878,3,7.0
385823,0,0.0
22711,44,88.0
98821,1,3.0
152534,48,96.0
423516,0,0.0
418756,25,50.0
481195,8,17.0
53312,0,1.0
51922,19,38.0
11363,37,75.0
63131,3,6.0
108819,0,0.0
344420,5,11.0
292317,0,1.0
79313,20,40.0
282644,18,36.0
19953,7,15.0
97808,40,80.0
16451,1,3.0
84610,0,0.0
116449,27,54.0
24760,8,17.0
261888,0,0.0
133328,10,20.0
196614,11,22.0
238453,22,44.0
23078,46,93.0
67142,16,32.0
484624,41,83.0
97968,28,56.0
87640,31,63.0
413910,0,0.0
154187,2,5.0
327979,0,0.0
196319,15,31.0
184785,24,48.0
15255,13,27.0
344648,11,23.0
438092,3,6.0
265262,16,32.0
247277,14,28.0
190891,3,6.0
449891,2,4.0
163005,16,32.0
473002,12,25.0
32088,4,9.0
286681,3,7.0
361328,4,9.0
376660,3,7.0
285666,7,14.0
159527,7,15.0
220237,1,2.0
375362,9,18.0
75408,19,39.0
196548,16,32.0
399709,14,28.0
217296,5,11.0
55809,3,6.0
198660,23,47.0
121107,17,34.0
98478,10,21.0
420409,4,8.0
393667,0,0.0
106902,0,0.0
435816,11,22.0
134086,6,13.0
246617,8,17.0
221942,3,6.0
21816,2,5.0
198073,3,7.0
169105,8,16.0
258868,18,37.0
15063,14,28.0
202949,7,14.0
454944,1,2.0
497150,2,5.0
202840,3,7.0
392350,0,0.0
184214,3,6.0
99065,14,29.0
325657,0,0.0
49737,16,32.0
15202,5,11.0
15211,3,6.0
15209,1,2.0
187601,15,31.0
37796,4,8.0
218687,4,8.0
127048,14,28.0
26420,46,92.0
142215,2,5.0
426696,10,21.0
157808,1,3.0
229979,1,2.0
128830,11,22.0
128840,8,17.0
436082,44,89.0
407659,8,17.0
87289,21,42.0
432965,16,32.0
266021,12,25.0
215290,19,38.0
147286,2,5.0
407471,7,14.0
367828,36,73.0
367823,3,6.0
349331,22,45.0
429248,7,15.0
483908,0,0.0
154007,21,42.0
187210,9,19.0
218967,7,15.0
140610,5,10.0
79736,0,0.0
230686,0,0.0
470837,5,11.0
483029,0,0.0
422277,14,29.0
392181,11,23.0
468143,2,5.0
344503,4,8.0
362654,0,0.0
157657,25,51.0
468652,1,3.0
251800,32,65.0
423369,0,0.0
374703,0,1.0
370567,11,23.0
100837,0,0.0
368257,0,0.0
365158,24,48.0
484526,0,0.0
118801,1,3.0
146093,45,90.0
269443,31,62.0
286484,0,0.0
303978,10,21.0
323492,4,8.0
283618,35,70.0
480558,1,3.0
416980,1,2.0
391705,2,5.0
176996,0,0.0
249911,0,0.0
255928,0,0.0
236346,5,11.0
316669,16,33.0
190411,29,59.0
316221,9,19.0
444002,2,4.0
290187,5,10.0
112386,8,16.0
11361,28,57.0
248676,19,39.0
359972,0,0.0
427872,0,0.0
357474,0,0.0
29935,7,15.0
459738,14,28.0
458929,1,2.0
458729,3,6.0
447710,22,44.0
374271,7,15.0
187843,18,37.0
78123,13,27.0
420931,13,26.0
111198,3,7.0
276330,9,18.0
103811,19,39.0
56719,23,46.0
164636,1,3.0
58321,0,0.0
100864,2,4.0
332651,3,7.0
146767,18,36.0
102895,5,10.0
33246,49,199.0
14881,3,6.0
493178,10,20.0
302498,7,14.0
13805,0,0.0
378067,4,8.0
164100,4,8.0
266081,16,32.0
206648,3,7.0
207897,35,71.0
320454,1,2.0
377326,0,0.0
216873,15,30.0
407947,6,13.0
389672,3,7.0
111072,11,23.0
165438,2,5.0
80411,2,5.0
149243,9,19.0
247646,1,3.0
256535,4,8.0
267159,6,12.0
401283,8,17.0
165274,0,0.0
211938,3,7.0
217180,9,19.0
47924,24,48.0
418500,0,0.0
137296,5,11.0
428566,6,12.0
533190,17,34.0
291956,0,0.0
385464,3,6.0
385460,5,10.0
172373,24,49.0
12983,5,11.0
240165,0,1.0
344373,21,43.0
348965,5,11.0
478546,1,3.0
168663,0,0.0
40228,2,5.0
433667,37,75.0
351229,8,16.0
169849,1,3.0
365138,6,12.0
459089,11,23.0
255985,45,90.0
244971,21,43.0
39169,21,43.0
248672,2,5.0
88740,7,14.0
121344,1,2.0
176593,14,29.0
132955,27,55.0
402246,15,31.0
83417,2,5.0
94547,2,5.0
262768,9,19.0
390932,6,13.0
287573,36,72.0
310869,20,41.0
163492,11,23.0
8606,6,12.0
181656,11,23.0
389560,6,13.0
85434,0,0.0
90499,21,43.0
272869,1,2.0
57203,23,47.0
429838,12,25.0
289559,10,21.0
349293,13,27.0
509443,10,20.0
423880,1,3.0
127184,3,6.0
131582,19,39.0
141738,6,12.0
470575,23,47.0
180817,7,14.0
133326,10,21.0
359203,1,3.0
185088,21,42.0
215039,39,78.0
133481,31,63.0
513963,6,13.0
300960,12,24.0
98213,6,12.0
531143,47,94.0
213395,49,132.0
286624,0,0.0
27060,49,104.0
82530,8,16.0
334201,3,7.0
358003,0,0.0
482111,1,2.0
286807,2,5.0
457730,0,1.0
127743,29,58.0
368029,1,3.0
135933,6,13.0
126072,2,4.0
20238,8,16.0
129377,4,9.0
402119,24,49.0
289509,49,109.0
417632,15,31.0
151775,34,68.0
83703,7,15.0
239306,2,5.0
89434,8,17.0
468112,4,9.0
458576,3,6.0
146813,6,12.0
181106,6,12.0
632,2,5.0
6652,49,104.0
292147,49,112.0
221429,6,13.0
139353,9,18.0
470360,5,10.0
418387,6,12.0
382300,25,50.0
223872,6,12.0
218671,9,19.0
430121,1,2.0
268681,49,117.0
151328,3,6.0
203134,5,11.0
436030,6,13.0
320924,4,8.0
220503,5,11.0
336323,3,7.0
325137,45,91.0
486979,7,15.0
22774,9,19.0
79425,4,8.0
213681,7,15.0
121712,6,13.0
155344,35,70.0
175339,1,2.0
72600,22,45.0
50614,32,64.0
133784,3,7.0
235003,0,0.0
140723,26,53.0
326839,28,56.0
467326,6,12.0
43669,10,20.0
73566,9,18.0
449768,0,1.0
404661,5,11.0
381713,9,18.0
257696,12,25.0
187606,2,4.0
91515,7,14.0
289891,8,16.0
412073,17,35.0
123746,10,21.0
206020,3,7.0
345595,8,17.0
129227,49,156.0
472955,31,62.0
17490,49,14152.0
130002,9,18.0
53353,11,22.0
105756,44,88.0
307362,49,109.0
51803,4,8.0
438263,12,25.0
525649,13,26.0
115160,3,7.0
168222,5,11.0
140172,8,16.0
305112,9,19.0
53481,15,31.0
76887,30,61.0
392598,12,24.0
113197,1,3.0
398071,43,86.0
66527,14,29.0
184890,23,46.0
79046,15,31.0
356163,13,27.0
41673,36,73.0
506885,8,16.0
277539,29,59.0
169487,4,9.0
317587,0,0.0
20624,4,9.0
360232,7,15.0
246548,6,13.0
67446,12,25.0
153028,9,19.0
172651,14,28.0
348952,22,44.0
5276,17,34.0
140173,10,20.0
31184,25,51.0
164178,2,4.0
289025,22,45.0
287502,15,30.0
75079,19,38.0
147100,9,19.0
233317,25,50.0
109793,6,12.0
291409,17,35.0
27275,13,26.0
282812,6,12.0
311608,10,20.0
382234,18,36.0
237391,6,13.0
266997,4,9.0
21916,5,11.0
229451,5,11.0
204040,7,14.0
82287,32,64.0
302815,5,11.0
311842,6,12.0
531148,13,27.0
364157,1,3.0
411979,11,23.0
102832,49,590.0
246180,9,19.0
224908,0,1.0
364761,13,27.0
489337,1,2.0
262448,0,0.0
294427,7,14.0
328436,2,5.0
357228,5,11.0
50246,33,66.0
