id,name,minutes,n_steps,vegan_vegetarian
74805,never weep  whipped cream,5,4,NonVegetarian
71635,no bake  cookie crumble cheesecake,135,8,NonVegetarian
38276,now and later  vegetarian empanadas,90,41,Vegetarian
97052,off the cob  freezer corn,120,15,NonVegetarian
26835,one bowl  perfect pound cake,70,7,Vegetarian
32271,one pot  brownies,40,8,NonVegetarian
107229,open sesame  noodles,28,8,NonVegetarian
5060,philly  waldorf salad,60,4,NonVegetarian
42570,pick me up  party chicken kabobs,30,5,NonVegetarian
52443,pizza  stuffed potato,25,8,NonVegetarian
35595,pour over anything  mushroom gravy,20,6,Vegetarian
108804,put down your fork   tuna and bean salad,120,4,NonVegetarian
83950,real  italian bolognese sauce,160,16,NonVegetarian
19208,red hot  applesauce,135,8,Vegetarian
64302,red  macaroni salad,1470,7,NonVegetarian
35964,rich  hot fudge cake,45,10,NonVegetarian
71457,rise and shine  german fruit pancake,45,11,NonVegetarian
95926,say what   banana sandwich,5,4,Vegetarian
103948,smells like sunday  chicken fricassee with meatballs,90,20,NonVegetarian
99024,smoked  salmon  cracker spread,65,8,NonVegetarian
64045,some like it hot,70,11,Vegetarian
41756,souper  easy sweet   sour meatballs,150,7,NonVegetarian
112959,sour cream  avocado dip  vegan,10,6,Vegan
83062,spicy  banana bread,75,12,NonVegetarian
98930,steamed  chicken cutlets in packages,35,11,NonVegetarian
83133,stove top  bbq  beef or pork ribs,150,1,NonVegetarian
39947,sugared grapes,15,5,NonVegetarian
44895,symphony  brownies,45,10,NonVegetarian
39363,the best  banana bread  or muffins,70,10,NonVegetarian
62368,the best  chocolate chip cheesecake ever,90,12,NonVegetarian
111875,the elvis  smoothie,2,4,Vegetarian
42522,the man s  taco dip,40,6,NonVegetarian
34930,the woiks  dilly burgers,32,8,NonVegetarian
63793,tide me over   indian chaat  simple veggie salad,2,4,Vegetarian
61973,to your health  muffins,40,5,NonVegetarian
45859,truth serum  margaritas,30,3,NonVegetarian
58651,turtle  squares,30,15,NonVegetarian
59534,twisted american chop suey,60,8,NonVegetarian
24137,voodoo   calamari ink  pasta,160,12,NonVegetarian
40237,wacky cake,40,7,NonVegetarian
18537,wait forever  pork chops,100,4,NonVegetarian
104243,we thought it was a layer cake sandwich,330,21,NonVegetarian
105069,zupa ze swiezych grzybow  polish mushroom soup,40,10,NonVegetarian
70099,1 asian noodle salad,26,7,Vegetarian
333281,1 brownies in the world    best ever,40,10,NonVegetarian
234069,1 easiest dr  pepper ham glaze ever,13,2,NonVegetarian
37841,1 favorite chinese steamed whole fish by sy,45,18,NonVegetarian
144952,1 french onion soup,100,13,NonVegetarian
453467,1 in canada chocolate chip cookies,45,12,NonVegetarian
31835,1 squash dressing,50,4,NonVegetarian
197013,10 can spaghetti sauce   oamc,510,13,NonVegetarian
306168,412 broccoli casserole,40,6,NonVegetarian
286009,millionaire pound cake,120,7,NonVegetarian
24514,1 000 artichoke hearts,25,6,Vegetarian
42508,1 00 tangy chicken recipe,280,8,NonVegetarian
116679,100 broccoli casserole,50,5,NonVegetarian
124286,100 chocolate cake,35,5,Vegetarian
190,20 000 prize winning chili con carne,175,17,NonVegetarian
475785,2000 meatloaf,90,17,NonVegetarian
17265,25 pumpkin pie,80,19,Vegetarian
50662,25 000 casserole,125,15,NonVegetarian
177187,250 chocolate chip cookies recipe,6,8,NonVegetarian
118843,250 00 chocolate chip cookies,20,3,NonVegetarian
208179,300 icing,30,9,NonVegetarian
500166,5 tacos,20,5,NonVegetarian
501028,50 chili   for the crockpot,345,4,NonVegetarian
136602,500 margarita bread,90,16,NonVegetarian
69190,ara s potato  oup,135,5,NonVegetarian
503475,blepandekager   danish   apple pancakes,50,10,NonVegetarian
522861,lplermagrone,50,10,NonVegetarian
457136,lplermagrone  herdsman s macaroni,40,14,NonVegetarian
455351,lplermagronen,55,15,NonVegetarian
333797,rter med flsk   pea soup with pork,195,5,NonVegetarian
428056,rtsoppa  swedish yellow pea soup,150,14,NonVegetarian
306245,pinards en branche  sauted spinach,50,13,NonVegetarian
523359,der wiener schnitzel style chili dog sauce,55,16,NonVegetarian
495314,go to bbq sauce for ribs,13,3,NonVegetarian
149593,add in anything  muffins,15,10,NonVegetarian
227924,almost   dairy queen blizzard ice cream cake,300,11,NonVegetarian
100540,almost grilled  cheese sandwich,5,5,NonVegetarian
155959,ant  kelly s london broil marinade,200,13,NonVegetarian
29214,anything goes  low fat mushroom sauce,35,15,NonVegetarian
92533,atkins friendly  cheesecake,105,21,NonVegetarian
209203,bake in  oozy bread,35,14,NonVegetarian
42151,bar  cheese,35,8,NonVegetarian
327356,bbq spray recipe    it really works,5,5,NonVegetarian
325509,berry french toast  oatmeal,12,5,Vegan
236184,berry good  french toast bake,45,10,NonVegetarian
241445,better than a baked potato  soup,30,13,NonVegetarian
149887,better than cinnabon  cinnamon rolls,85,18,NonVegetarian
112984,better than spaghetti  squash bake,70,11,Vegetarian
200148,better than tofu  cheesecake,90,18,Vegan
445026,big easy   gumbo,68,11,NonVegetarian
70611,big mac  meatloaf,60,9,NonVegetarian
273326,buckley s  cajun salmon pasta,38,16,NonVegetarian
310570,burek  or feta cheese  phyllo pie,65,38,NonVegetarian
318677,california roll   salad,12,8,NonVegetarian
80050,can t fail  holiday fruitcake,150,11,NonVegetarian
269984,cancer curing matzah ball soup,195,24,NonVegetarian
317508,cheeeezy  potatoes,65,8,NonVegetarian
53872,cheeseburger  meatloaf for lactose intolerant cheese,70,10,NonVegetarian
268942,cheesy  tuna casserole,45,8,NonVegetarian
176110,chef salad  dressing,10,3,NonVegetarian
205331,chic  greek salad,12,7,NonVegetarian
165856,chicken fried   fish fingers,135,13,NonVegetarian
474769,coal miners  gnocchi,40,21,NonVegetarian
138005,country fried   pig fingers,50,24,NonVegetarian
216945,crab  noodle bowl,7,5,NonVegetarian
164526,cream   of pumpkin or squash soup  vegan,30,9,Vegan
50184,cream  of mushroom soup,40,8,Vegan
316470,creamsicle  smoothie,15,5,Vegan
343338,creamy   vegan potato leek soup,40,10,Vegetarian
137434,creamy  chicken curry,315,12,NonVegetarian
95534,da best  chicago style italian beef,645,10,NonVegetarian
30473,denauseating  with ginger tea,10,5,NonVegetarian
24470,dipstir  crock pot dip,95,6,NonVegetarian
311991,don t bother with the canned stuff    sloppy joes,30,7,NonVegetarian
225707,dressed up  salad with secret dressing,95,21,Vegetarian
242830,drunken  pork chops,30,12,NonVegetarian
336744,egg  cellent noodles,30,11,NonVegetarian
83542,even i like these  bran muffins,25,13,Vegetarian
91626,evil  chicken,255,5,NonVegetarian
303457,exotic fruits  barbecue marinade,30,7,NonVegetarian
176717,fake   blueberry cheesecake,40,8,NonVegetarian
39226,fire  sauce,10,8,NonVegetarian
216030,flaky  oatmeal raisin cookies,35,10,NonVegetarian
268169,flipped  roast turkey,195,15,NonVegetarian
98357,free toe  pie,35,9,NonVegetarian
150365,fried  cauliflower,15,9,NonVegetarian
243251,from the field  green beans  fresh herbs and walnuts,40,12,NonVegetarian
20186,geebee special  sandwiches,20,4,NonVegetarian
109818,german  barbecued carrots,55,7,NonVegetarian
243785,glazed  meatloaf,70,5,NonVegetarian
